Crossnumber,Repeat_Pollination_Date,Location
NM201911_(153048C1/161480),2019-11-15,Arusha
NM201912_(190528C1/161413),2019-12-30,Arusha
NM201912_(190226C1/161405),2019-12-31,Arusha
NM201912_(190333C1/161458),2020-01-02,Arusha
NM201912_(190983C1/161554),2020-01-03,Arusha
NM202001_(152427C2/161554),2020-01-07,Arusha
NM202001_(136405C2/161484),2020-01-08,Arusha
NM202001_(136405C2/161484),2020-01-09,Arusha
NM202001_(190284C1/161411),2020-01-09,Arusha
NM202001_(152802C2/161480),2020-01-13,Arusha
NM202001_(153030C2/161571),2020-01-14,Arusha
NM202001_(136501C3/161562),2020-01-15,Arusha
NM202001_(136290C3/161554),2020-01-16,Arusha
NM202001_(136290C3/161554),2020-01-21,Arusha
NM202001_(136359C2/161468),2020-01-24,Arusha
NM202001_(153119C2/161468),2020-01-29,Arusha
NM202001_(190606C1/161536),2020-02-03,Arusha
NM202002_(136445C3/161541),2020-02-06,Arusha
NM202002_(136445C3/161541),2020-02-07,Arusha
NM202002_(136467C3/161480),2020-02-11,Arusha
NM202002_(136467C3/161480),2020-02-12,Arusha
NM202002_(136714C3/161571),2020-02-14,Arusha
NM202002_(190293C1/161480),2020-02-17,Arusha
NM202002_(190252C1/161578),2020-02-18,Arusha
NM202002_(190251C1/161554),2020-02-20,Arusha
NM202002_(136533C3/161487),2020-02-21,Arusha
NM202002_(136533C3/161487),2020-02-24,Arusha
NM202002_(190248C1/161554),2020-02-25,Arusha
NM202002_(190248C1/161554),2020-02-26,Arusha
NM202003_(152884C1/161536),2020-03-04,Arusha
NM202003_(152884C1/161536),2020-03-05,Arusha
NM202003_(152754C2/161508),2020-03-06,Arusha
NM202003_(136582C3/161536),2020-03-11,Arusha
NM202003_(136567C3/161554),2020-03-12,Arusha
NM202003_(190506C1/161571),2020-03-23,Arusha
NM202003_(152952C2/161462),2020-03-25,Arusha
NM202003_(152591C2/161462),2020-03-26,Arusha
NM202003_(136661C3/161541),2020-03-27,Arusha
NM202005_(152850C2/161460),2020-05-21,Arusha
NM202005_(190221C1/161478),2020-05-22,Arusha
NM202005_(190221C1/161478),2020-05-26,Arusha
NM202005_(190221C1/161478),2020-05-27,Arusha
NM202005_(190407C1/161441),2020-05-28,Arusha
NM202005_(152700C2/161598),2020-06-01,Arusha
NM202005_(152400C2/161595),2020-06-02,Arusha
NM202006_(190380C1/161461),2020-06-08,Arusha
NM202006_(152689C2/161554),2020-06-09,Arusha
NM202006_(153014C2/161554),2020-06-11,Arusha
NM202006_(136717C3/161551),2020-06-15,Arusha
NM202006_(190441C1/161586),2020-06-16,Arusha
NM202006_(190465C2/161413),2020-06-18,Arusha
NM202006_(190465C2/161413),2020-06-19,Arusha
NM202006_(190314C1/161586),2020-06-29,Arusha
NM202006_(190385C1/161554),2020-07-01,Arusha
NM202007_(190275C1/161508),2020-07-21,Arusha
NM202007_(190269C1/161494),2020-07-22,Arusha
NM202007_(190370C1/161433),2020-07-24,Arusha
NM202007_(152491C2/161522),2020-07-27,Arusha
NM202007_(190370C1/161433),2020-07-27,Arusha
NM202007_(152821C2/136283),2020-07-28,Arusha
NM201903_(153170C1/161582),2019-03-20,Arusha
NM201903_(152941C1/161424),2019-03-21,Arusha
NM201903_(152495C1/161582),2019-03-22,Arusha
NM201903_(152892C1/161424),2019-03-26,Arusha
NM201903_(152610C1/161582),2019-03-27,Arusha
NM201903_(152566C1/161582),2019-04-04,Arusha
NM201903_(152450C1/161564),2019-04-03,Arusha
NM201904_(152421C1/161582),2019-04-05,Arusha
NM201904_(152689C1/161582),2019-04-09,Arusha
NM201904_(152689C1/161582),2019-04-10,Arusha
NM201904_(152689C1/161582),2019-04-11,Arusha
NM201904_(153160C1/161503),2019-04-12,Arusha
NM201904_(153101C1/161503),2019-04-12,Arusha
NM201904_(153160C1/161503),2019-04-15,Arusha
NM201904_(136455C2/161503),2019-04-16,Arusha
NM201904_(136629C2/161582),2019-04-17,Arusha
NM201904_(136293C3/161582),2019-04-19,Arusha
NM201904_(136341C2/161503),2019-04-24,Arusha
NM201904_(136532C2/136604),2019-04-25,Arusha
NM201904_(136523C2/161503),2019-04-26,Arusha
NM201904_(152681C1/161554),2019-05-01,Arusha
NM201905_(152973C1/161554),2019-05-02,Arusha
NM201905_(153006C1/161554),2019-05-03,Arusha
NM201905_(136414C2/161554),2019-05-06,Arusha
NM201904_(153109C1/161554),2019-05-07,Arusha
NM201905_(152973C1/161554),2019-05-08,Arusha
NM201905_(152973C1/161554),2019-05-10,Arusha
NM201905_(152989C1/161503),2019-05-15,Arusha
NM201905_(136413C2/161446),2019-05-16,Arusha
NM201905_(136413C2/161446),2019-05-17,Arusha
NM201905_(152531C1/161477),2019-05-20,Arusha
NM201905_(153004C1/161503),2019-05-29,Arusha
NM201905_(136297C2/161584),2019-05-30,Arusha
NM201905_(136297C2/161584),2019-05-31,Arusha
NM201906_(153117C1/161584),2019-06-04,Arusha
NM201906_(153117C1/161584),2019-06-06,Arusha
NM201906_(136389C2/161503),2019-06-07,Arusha
NM201906_(153117C1/161584),2019-06-10,Arusha
NM201906_(153117C1/161584),2019-06-11,Arusha
NM201906_(152712C1/161503),2019-06-13,Arusha
NM201906_(152821C1/161446),2019-06-14,Arusha
NM201906_(152586C1/161503),2019-06-17,Arusha
NM201906_(152740C1/161446),2019-06-18,Arusha
NM201906_(153177C1/161477),2019-06-19,Arusha
NM201906_(152586C1/161503),2019-06-20,Arusha
NM201906_(152366C1/161477),2019-06-21,Arusha
NM201906_(152740C1/161446),2019-06-24,Arusha
NM201906_(136385C2/161503),2019-06-26,Arusha
NM201906_(136385C2/161503),2019-06-27,Arusha
NM201906_(136385C2/161503),2019-06-28,Arusha
NM201906_(152364C1/161584),2019-07-01,Arusha
NM201906_(152725C1/161503),2019-07-02,Arusha
NM201906_(153002C1/161503),2019-07-04,Arusha
NM201906_(136709C2/161554),2019-07-05,Arusha
NM201907_(136418C2/161503),2019-07-08,Arusha
NM201907_(153073C1/161541),2019-07-12,Arusha
NM201907_(136518C2/161503),2019-07-15,Arusha
NM201907_(136664C2/161503),2019-07-16,Arusha
NM201907_(136660C2/161554),2019-07-17,Arusha
NM201907_(136511C2/161503),2019-07-18,Arusha
NM201908_(136360C2/161503),2019-08-08,Arusha
NM201908_(136639C2/161554),2019-08-13,Arusha
NM201908_(152839C1/161503),2019-08-14,Arusha
NM201909_(152766C1/161541),2019-09-03,Arusha
NM201909_(152766C1/161541),2019-09-04,Arusha
NM201908_(136673C2/161554),2019-09-05,Arusha
NM201908_(136475C2/161503),2019-09-06,Arusha
NM201909_(152819C1/161584),2019-09-16,Arusha
NM201909_(136492C2/161554),2019-09-17,Arusha
NM201909_(136486C2/161584),2019-09-18,Arusha
NM201909_(136492C2/161554),2019-09-19,Arusha
NM201909_(136658C2/161584),2019-09-20,Arusha
NM201909_(153163C2/161541),2019-10-01,Arusha
NM201909_(153108C1/161554),2019-10-04,Arusha
NM201910_(190349C1/161554),2019-10-08,Arusha
NM201910_(152416C2/161503),2019-10-09,Arusha
NM201910_(190278C1/161413),2019-10-10,Arusha
NM201910_(190351C1/161472),2019-10-11,Arusha
NM201910_(136330C3/161584),2019-10-16,Arusha
NM201910_(190976C1/161500),2019-10-24,Arusha
NM201910_(153086C2/161480),2019-10-25,Arusha
NM201910_(153086C2/161480),2019-10-28,Arusha
NM201910_(190379C1/161480),2019-10-29,Arusha
NM201910_(136560C3/161584),2019-10-30,Arusha
NM201911_(136692C2/161421),2019-11-05,Arusha
NM201911_(190266C1/161500),2019-11-08,Arusha
NM201911_(136628C3/161503),2019-11-11,Arusha
NM201911_(136588C3/161480),2019-11-13,Arusha
NM201911_(136454C3/161421),2019-11-12,Arusha
NM201911_(136649C2/161421),2019-11-14,Arusha
NM201911_(152405C2/161421),2019-11-18,Arusha
NM201911_(136700C3/161480),2019-11-20,Arusha
NM201911_(136635C3/161500),2019-11-22,Arusha
NM201911_(190363C1/161480),2019-11-27,Arusha
NM201911_(152563C1/161480),2019-11-28,Arusha
NM201911_(152370C2/161421),2019-12-02,Arusha
NM201911_(136450C3/161480),2019-11-15,Arusha
NM201912_(190983C1/161554),2019-12-30,Arusha
NM201912_(190333C1/161458),2019-12-31,Arusha
NM201912_(190445C1/161413),2020-01-02,Arusha
NM201912_(190553C1/161458),2020-01-03,Arusha
NM201912_(136704C3/161472),2020-01-06,Arusha
NM201912_(190226C1/161405),2020-01-07,Arusha
NM201912_(136704C3/161472),2020-01-08,Arusha
NM202001_(153030C2/161571),2020-01-10,Arusha
NM202001_(152744C2/161480),2020-01-13,Arusha
NM202001_(152427C2/161554),2020-01-14,Arusha
NM202001_(136290C3/161554),2020-01-15,Arusha
NM202001_(153030C2/161571),2020-01-16,Arusha
NM202001_(153030C2/161571),2020-01-17,Arusha
NM202001_(136712C3/161480),2020-01-21,Arusha
NM202001_(136401C2/161468),2020-01-22,Arusha
NM202001_(153016C2/161480),2020-01-23,Arusha
NM202001_(136477C3/161554),2020-01-24,Arusha
NM202001_(190264C1/161508),2020-01-29,Arusha
NM202002_(136714C3/161571),2020-02-11,Arusha
NM202001_(136320C3/161536),2020-02-12,Arusha
NM202002_(136467C3/161480),2020-02-14,Arusha
NM202002_(190450C1/161571),2020-02-17,Arusha
NM202002_(190293C1/161480),2020-02-18,Arusha
NM202002_(190434C1/161441),2020-02-20,Arusha
NM202002_(136426C3/161446),2020-02-21,Arusha
NM202002_(152655C2/161489),2020-02-25,Arusha
NM202003_(190973C1/161536),2020-03-04,Arusha
NM202003_(152636C2/161462),2020-03-05,Arusha
NM202003_(153118C2/161541),2020-03-06,Arusha
NM202003_(153118C2/161541),2020-03-09,Arusha
NM202003_(136537C3/161584),2020-03-12,Arusha
NM202003_(136682C3/161584),2020-03-13,Arusha
NM202003_(152779C2/161478),2020-03-24,Arusha
NM202005_(152850C2/161460),2020-05-22,Arusha
NM202005_(190407C1/161441),2020-05-26,Arusha
NM202005_(190407C1/161441),2020-05-27,Arusha
NM202005_(152400C2/161595),2020-05-28,Arusha
NM202005_(136444C3/161460),2020-06-01,Arusha
NM202006_(190208C1/161461),2020-06-08,Arusha
NM202006_(153014C2/161554),2020-06-09,Arusha
NM202006_(152746C2/161536),2020-06-11,Arusha
NM202006_(136534C2/161584),2020-06-15,Arusha
NM202006_(190357C1/161567),2020-06-16,Arusha
NM202006_(190441C1/161586),2020-06-17,Arusha
NM202006_(190659C1/161412),2020-07-06,Arusha
NM202007_(190368C1/161554),2020-07-08,Arusha
NM202007_(190246C1/161554),2020-07-21,Arusha
NM202007_(190370C1/161433),2020-07-22,Arusha
NM202007_(190269C1/161494),2020-07-24,Arusha
NM201903_(152636C1/161582),2019-03-19,Arusha
NM201903_(152697C2/161582),2019-03-22,Arusha
NM201903_(152892C1/161424),2019-03-29,Arusha
NM201903_(152566C1/161582),2019-04-02,Arusha
NM201904_(152779C1/161582),2019-04-04,Arusha
NM201903_(152566C1/161582),2019-04-03,Arusha
NM201903_(153107C1/161468),2019-04-05,Arusha
NM201904_(152994C1/161582),2019-04-09,Arusha
NM201904_(152994C1/161582),2019-04-10,Arusha
NM201904_(152994C1/161582),2019-04-11,Arusha
NM201904_(152644C1/161582),2019-04-12,Arusha
NM201904_(152689C1/161582),2019-04-15,Arusha
NM201904_(153014C1/161503),2019-04-17,Arusha
NM201904_(136629C2/161582),2019-04-18,Arusha
NM201904_(136532C2/136604),2019-04-19,Arusha
NM201904_(136707C2/136604),2019-04-24,Arusha
NM201904_(136717C2/161503),2019-04-25,Arusha
NM201904_(136707C2/136604),2019-04-26,Arusha
NM201904_(153109C1/161554),2019-05-03,Arusha
NM201905_(152973C1/161554),2019-05-06,Arusha
NM201905_(153006C1/161554),2019-05-07,Arusha
NM201905_(153055C1/161477),2019-05-13,Arusha
NM201905_(153055C1/161477),2019-05-14,Arusha
NM201905_(152665C1/161446),2019-05-22,Arusha
NM201905_(152705C1/161503),2019-05-30,Arusha
NM201905_(136494C2/161503),2019-05-31,Arusha
NM201906_(152555C1/161584),2019-06-06,Arusha
NM201906_(152568C1/161503),2019-06-10,Arusha
NM201906_(153117C1/161584),2019-06-12,Arusha
NM201906_(152821C1/161446),2019-06-13,Arusha
NM201906_(153117C1/161584),2019-06-14,Arusha
NM201906_(152366C1/161477),2019-06-17,Arusha
NM201906_(152586C1/161503),2019-06-19,Arusha
NM201906_(153177C1/161477),2019-06-20,Arusha
NM201906_(152784C1/161554),2019-06-21,Arusha
NM201906_(136397C3/161554),2019-06-26,Arusha
NM201906_(136397C3/161554),2019-06-27,Arusha
NM201906_(136397C3/161554),2019-06-28,Arusha
NM201906_(153002C1/161503),2019-07-01,Arusha
NM201906_(152364C1/161584),2019-07-02,Arusha
NM201907_(152955C1/161554),2019-07-12,Arusha
NM201907_(152955C1/161554),2019-07-16,Arusha
NM201907_(136664C2/161503),2019-07-17,Arusha
NM201907_(136683C2/161584),2019-07-18,Arusha
NM201909_(136373C2/161503),2019-09-03,Arusha
NM201909_(136373C2/161503),2019-09-04,Arusha
NM201909_(136676C2/161541),2019-09-05,Arusha
NM201909_(152766C1/161541),2019-09-06,Arusha
NM201909_(152607C1/161554),2019-09-13,Arusha
NM201909_(152607C1/161554),2019-09-16,Arusha
NM201909_(136486C2/161584),2019-09-17,Arusha
NM201909_(136474C2/161584),2019-09-18,Arusha
NM201909_(136658C2/161584),2019-09-19,Arusha
NM201909_(136654C2/161554),2019-09-20,Arusha
NM201910_(190240C1/161554),2019-10-08,Arusha
NM201910_(190349C1/161554),2019-10-09,Arusha
NM201910_(190349C1/161554),2019-10-11,Arusha
NM201910_(190690C1/161500),2019-10-24,Arusha
NM201910_(136662C3/161584),2019-10-25,Arusha
NM201910_(190976C1/161500),2019-10-29,Arusha
NM201910_(136560C3/161584),2019-11-01,Arusha
NM201910_(190956C1/161554),2019-11-04,Arusha
NM201911_(136692C2/161421),2019-11-06,Arusha
NM201911_(190239C1/161541),2019-11-08,Arusha
NM201911_(136581C3/161421),2019-11-11,Arusha
NM201911_(136513C2/161500),2019-11-13,Arusha
NM201911_(136442C3/161480),2019-11-12,Arusha
NM201911_(136450C3/161480),2019-11-14,Arusha
NM201911_(152575C2/161500),2019-11-18,Arusha
NM201911_(136310C3/161500),2019-11-19,Arusha
NM201911_(136668C3/161500),2019-11-20,Arusha
NM201911_(136635C3/161500),2019-11-21,Arusha
NM201911_(190213C1/161500),2019-11-22,Arusha
NM201911_(190354C1/161421),2019-11-27,Arusha
NM201911_(152754C2/161421),2019-12-02,Arusha
NM201911_(136287C2/161480),2019-11-15,Arusha
NM201911_(152754C2/161421),2019-12-05,Arusha
NM201912_(153120C2/161555),2019-12-30,Arusha
NM201912_(190445C1/161413),2019-12-31,Arusha
NM201912_(190687C1/161413),2020-01-02,Arusha
NM201912_(152376C2/161457),2020-01-03,Arusha
NM202001_(190284C1/161411),2020-01-07,Arusha
NM202001_(152802C2/161480),2020-01-10,Arusha
NM202001_(152945C2/161567),2020-01-13,Arusha
NM202001_(152744C2/161480),2020-01-14,Arusha
NM202001_(153030C2/161571),2020-01-15,Arusha
NM202001_(153083C2/161554),2020-01-16,Arusha
NM202001_(153030C2/161571),2020-01-21,Arusha
NM202001_(136477C3/161554),2020-01-22,Arusha
NM202001_(152463C2/161480),2020-01-23,Arusha
NM202001_(152463C2/161480),2020-01-24,Arusha
NM202001_(190230C1/161536),2020-01-29,Arusha
NM202002_(136665C3/161541),2020-02-11,Arusha
NM202002_(136665C3/161541),2020-02-12,Arusha
NM202002_(190348C1/161554),2020-02-13,Arusha
NM202002_(152892C2/161536),2020-02-14,Arusha
NM202002_(190450C1/161571),2020-02-18,Arusha
NM202002_(190434C1/161441),2020-02-19,Arusha
NM202002_(190248C1/161554),2020-02-20,Arusha
NM202002_(190248C1/161554),2020-02-21,Arusha
NM202002_(190547C2/161554),2020-02-24,Arusha
NM202002_(152378C2/161554),2020-02-25,Arusha
NM202002_(152655C2/161489),2020-02-26,Arusha
NM202003_(190504C2/161554),2020-03-05,Arusha
NM202003_(190973C1/161536),2020-03-06,Arusha
NM202003_(136648C3/161480),2020-03-10,Arusha
NM202003_(136432C3/161419),2020-03-12,Arusha
NM202003_(136335C3/161477),2020-03-13,Arusha
NM202005_(153055C2/161412),2020-05-21,Arusha
NM202005_(190356C1/161478),2020-05-22,Arusha
NM202005_(190409C1/161588),2020-05-26,Arusha
NM202005_(136444C3/161460),2020-05-27,Arusha
NM202005_(153055C2/161412),2020-05-28,Arusha
NM202005_(136441C2/161595),2020-06-01,Arusha
NM202006_(190222C1/161554),2020-06-04,Arusha
NM202006_(152994C2/161541),2020-06-08,Arusha
NM202006_(152746C2/161536),2020-06-09,Arusha
NM202006_(153014C2/161554),2020-06-10,Arusha
NM202006_(152513C2/161468),2020-06-11,Arusha
NM202006_(190244C2/161447),2020-06-15,Arusha
NM202006_(190357C1/161567),2020-06-17,Arusha
NM202006_(136330C3/161468),2020-06-29,Arusha
NM202007_(190325C1/161554),2020-07-06,Arusha
NM202007_(190246C1/161554),2020-07-22,Arusha
NM202007_(190376C1/161541),2020-07-24,Arusha
NM202007_(190376C1/161541),2020-07-27,Arusha
NM201903_(136556C2/161424),2019-03-19,Arusha
NM201903_(152495C1/161582),2019-03-21,Arusha
NM201903_(153052C1/161582),2019-03-22,Arusha
NM201903_(153107C1/161468),2019-03-29,Arusha
NM201903_(152450C1/161564),2019-04-02,Arusha
NM201904_(152779C1/161582),2019-04-03,Arusha
NM201904_(152711C1/161582),2019-04-09,Arusha
NM201904_(152711C1/161582),2019-04-10,Arusha
NM201904_(152711C1/161582),2019-04-11,Arusha
NM201904_(152672C1/161554),2019-04-12,Arusha
NM201904_(152994C1/161582),2019-04-15,Arusha
NM201904_(152680C1/161554),2019-04-17,Arusha
NM201904_(136629C2/161582),2019-04-19,Arusha
NM201904_(136568C2/161503),2019-04-24,Arusha
NM201904_(136584C2/136604),2019-04-25,Arusha
NM201904_(153038C1/136604),2019-04-26,Arusha
NM201904_(152575C1/161503),2019-04-29,Arusha
NM201905_(152657C1/161554),2019-05-03,Arusha
NM201905_(153006C1/161554),2019-05-06,Arusha
NM201905_(152973C1/161554),2019-05-09,Arusha
NM201905_(152989C1/161503),2019-05-14,Arusha
NM201905_(152910C1/161503),2019-05-30,Arusha
NM201905_(152954C1/161503),2019-05-31,Arusha
NM201905_(136494C2/161503),2019-06-04,Arusha
NM201906_(152904C1/161584),2019-06-12,Arusha
NM201906_(153117C1/161584),2019-06-13,Arusha
NM201906_(152568C1/161503),2019-06-14,Arusha
NM201906_(152366C1/161477),2019-06-19,Arusha
NM201906_(152821C1/161446),2019-06-20,Arusha
NM201906_(136505C2/161584),2019-06-21,Arusha
NM201906_(136505C2/161584),2019-06-26,Arusha
NM201906_(136505C2/161584),2019-06-27,Arusha
NM201906_(136505C2/161584),2019-06-28,Arusha
NM201906_(153002C1/161503),2019-07-02,Arusha
NM201907_(152955C1/161554),2019-07-17,Arusha
NM201909_(136373C2/161503),2019-09-06,Arusha
NM201909_(152819C1/161584),2019-09-13,Arusha
NM201909_(136591C2/161541),2019-09-17,Arusha
NM201909_(136654C2/161554),2019-09-19,Arusha
NM201909_(136486C2/161584),2019-09-20,Arusha
NM201909_(152607C1/161554),2019-09-23,Arusha
NM201910_(190278C1/161413),2019-10-08,Arusha
NM201910_(190240C1/161554),2019-10-09,Arusha
NM201910_(190381C1/161541),2019-10-10,Arusha
NM201910_(190240C1/161554),2019-10-11,Arusha
NM201910_(152850C2/161472),2019-10-22,Arusha
NM201910_(190523C1/161480),2019-10-24,Arusha
NM201910_(152864C1/161555),2019-10-28,Arusha
NM201910_(136662C3/161584),2019-10-30,Arusha
NM201910_(136521C3/161584),2019-11-01,Arusha
NM201910_(190442C1/161472),2019-11-04,Arusha
NM201911_(136588C3/161480),2019-11-06,Arusha
NM201911_(190453C1/161500),2019-11-08,Arusha
NM201911_(136454C3/161421),2019-11-11,Arusha
NM201911_(136458C3/161480),2019-11-13,Arusha
NM201911_(136667C2/161480),2019-11-12,Arusha
NM201911_(136442C3/161480),2019-11-14,Arusha
NM201911_(136636C3/161421),2019-11-19,Arusha
NM201911_(136570C2/161503),2019-11-20,Arusha
NM201911_(152727C2/161421),2019-11-21,Arusha
NM201911_(190363C1/161480),2019-11-22,Arusha
NM201911_(190339C1/161480),2019-11-27,Arusha
NM201911_(190244C1/161554),2019-11-28,Arusha
NM201911_(190244C1/161554),2019-12-02,Arusha
NM201911_(136667C2/161480),2019-11-15,Arusha
NM201912_(136681C3/161433),2019-12-24,Arusha
NM201912_(190219C1/161411),2019-12-31,Arusha
NM201912_(190983C1/161554),2020-01-02,Arusha
NM201912_(136316C3/161567),2020-01-03,Arusha
NM202001_(152945C2/161567),2020-01-08,Arusha
NM202001_(190572C1/161571),2020-01-10,Arusha
NM202001_(153083C2/161554),2020-01-13,Arusha
NM202001_(152945C2/161567),2020-01-14,Arusha
NM202001_(152802C2/161480),2020-01-15,Arusha
NM202001_(152945C2/161567),2020-01-16,Arusha
NM202001_(153030C2/161571),2020-01-20,Arusha
NM202001_(153030C2/161571),2020-01-22,Arusha
NM202001_(190301C1/161554),2020-01-23,Arusha
NM202001_(190396C1/161554),2020-01-24,Arusha
NM202001_(153163C2/161541),2020-01-29,Arusha
NM202001_(136320C3/161536),2020-02-11,Arusha
NM202002_(152892C2/161536),2020-02-12,Arusha
NM202002_(190435C1/161480),2020-02-13,Arusha
NM202002_(190434C1/161441),2020-02-18,Arusha
NM202002_(190322C1/161554),2020-02-20,Arusha
NM202002_(190322C1/161554),2020-02-21,Arusha
NM202002_(152378C2/161554),2020-02-26,Arusha
NM202003_(152681C2/161462),2020-03-05,Arusha
NM202003_(152884C1/161536),2020-03-06,Arusha
NM202003_(152586C2/161571),2020-03-12,Arusha
NM202003_(136567C3/161554),2020-03-13,Arusha
NM202005_(136444C3/161460),2020-05-21,Arusha
NM202005_(190250C1/161595),2020-05-27,Arusha
NM202005_(136524C3/161541),2020-05-28,Arusha
NM202005_(136524C3/161541),2020-06-01,Arusha
NM202006_(190390C1/161554),2020-06-04,Arusha
NM202006_(152689C2/161554),2020-06-08,Arusha
NM202006_(152746C2/161536),2020-06-10,Arusha
NM202006_(136543C2/161554),2020-06-11,Arusha
NM202006_(190208C1/161461),2020-06-15,Arusha
NM202006_(190209C1/161548),2020-07-06,Arusha
NM202007_(190275C1/161508),2020-07-22,Arusha
NM202007_(190246C1/161554),2020-07-24,Arusha
NM201903_(152610C1/161582),2019-03-29,Arusha
NM201904_(152392C1/161582),2019-04-09,Arusha
NM201904_(152392C1/161582),2019-04-10,Arusha
NM201904_(152392C1/161582),2019-04-11,Arusha
NM201904_(152711C1/161582),2019-04-15,Arusha
NM201904_(152952C1/136604),2019-04-17,Arusha
NM201904_(152454C1/136604),2019-04-18,Arusha
NM201904_(136523C2/161503),2019-04-24,Arusha
NM201904_(152625C1/161503),2019-04-25,Arusha
NM201904_(152659C1/161503),2019-04-26,Arusha
NM201904_(152559C1/161554),2019-05-03,Arusha
NM201904_(153109C1/161554),2019-05-06,Arusha
NM201905_(152848C1/161503),2019-05-22,Arusha
NM201905_(153004C1/161503),2019-05-30,Arusha
NM201905_(152925C1/161503),2019-05-31,Arusha
NM201906_(152712C1/161503),2019-06-07,Arusha
NM201906_(152568C1/161503),2019-06-11,Arusha
NM201906_(152568C1/161503),2019-06-12,Arusha
NM201906_(152904C1/161584),2019-06-13,Arusha
NM201906_(152784C1/161554),2019-06-26,Arusha
NM201906_(152784C1/161554),2019-06-27,Arusha
NM201909_(152425C1/161503),2019-09-13,Arusha
NM201909_(136474C2/161584),2019-09-17,Arusha
NM201909_(152607C1/161554),2019-09-18,Arusha
NM201909_(136486C2/161584),2019-09-19,Arusha
NM201909_(152607C1/161554),2019-09-20,Arusha
NM201909_(152819C1/161584),2019-09-23,Arusha
NM201909_(136689C3/161480),2019-10-01,Arusha
NM201910_(190278C1/161413),2019-10-09,Arusha
NM201910_(190329C1/161541),2019-10-10,Arusha
NM201910_(190278C1/161413),2019-10-11,Arusha
NM201910_(153086C2/161480),2019-10-22,Arusha
NM201910_(152864C1/161555),2019-10-24,Arusha
NM201910_(152850C2/161472),2019-10-28,Arusha
NM201910_(153086C2/161480),2019-10-30,Arusha
NM201910_(153086C2/161480),2019-11-01,Arusha
NM201911_(136530C3/161554),2019-11-05,Arusha
NM201911_(136375C3/161500),2019-11-06,Arusha
NM201911_(190300C1/161541),2019-11-08,Arusha
NM201911_(136442C3/161480),2019-11-11,Arusha
NM201911_(152842C2/161480),2019-11-13,Arusha
NM201911_(136588C3/161480),2019-11-12,Arusha
NM201911_(136667C2/161480),2019-11-14,Arusha
NM201911_(153162C2/161541),2019-11-18,Arusha
NM201911_(136337C2/161541),2019-11-20,Arusha
NM201911_(152563C1/161480),2019-11-21,Arusha
NM201911_(190354C1/161421),2019-11-22,Arusha
NM201911_(190310C1/161554),2019-11-27,Arusha
NM201911_(153004C2/161480),2019-11-28,Arusha
NM201911_(190418C1/161421),2019-12-02,Arusha
NM201911_(136513C2/161500),2019-11-15,Arusha
NM201912_(136502C3/161414),2019-12-24,Arusha
NM201912_(152376C2/161457),2020-01-02,Arusha
NM201912_(136704C3/161472),2020-01-03,Arusha
NM202001_(152427C2/161554),2020-01-08,Arusha
NM202001_(190906C1/161534),2020-01-10,Arusha
NM202001_(190284C1/161411),2020-01-15,Arusha
NM202001_(152744C2/161480),2020-01-17,Arusha
NM202001_(153016C2/161480),2020-01-20,Arusha
NM202001_(152463C2/161480),2020-01-22,Arusha
NM202001_(190396C1/161554),2020-01-23,Arusha
NM202001_(190301C1/161554),2020-01-24,Arusha
NM202001_(190426C1/161508),2020-01-29,Arusha
NM202002_(136665C3/161541),2020-02-10,Arusha
NM202001_(136557C2/161541),2020-02-11,Arusha
NM202002_(152740C2/161584),2020-02-18,Arusha
NM202002_(190251C1/161554),2020-02-19,Arusha
NM202002_(190434C1/161441),2020-02-21,Arusha
NM202003_(190375C1/161462),2020-03-05,Arusha
NM202003_(152636C2/161462),2020-03-06,Arusha
NM202003_(136432C3/161419),2020-03-10,Arusha
NM202003_(152681C2/161462),2020-03-12,Arusha
NM202003_(136537C3/161584),2020-03-13,Arusha
NM202005_(136703C3/161541),2020-05-21,Arusha
NM202005_(190356C1/161478),2020-05-27,Arusha
NM202005_(152850C2/161460),2020-05-28,Arusha
NM202005_(152400C2/161595),2020-06-01,Arusha
NM202006_(152994C2/161541),2020-06-04,Arusha
NM202006_(153014C2/161554),2020-06-08,Arusha
NM202006_(152644C2/161576),2020-06-09,Arusha
NM202006_(152513C2/161468),2020-06-10,Arusha
NM202006_(136534C2/161584),2020-06-11,Arusha
NM202006_(190380C1/161461),2020-06-15,Arusha
NM202007_(190368C1/161554),2020-07-06,Arusha
NM202007_(190431C1/161554),2020-07-21,Arusha
NM202007_(190431C1/161554),2020-07-22,Arusha
NM202007_(190924C1/161584),2020-07-24,Arusha
NM202007_(190924C1/161584),2020-07-27,Arusha
NM201903_(152802C1/161424),2019-03-20,Arusha
NM201903_(152636C1/161582),2019-03-21,Arusha
NM201903_(152636C1/161582),2019-03-22,Arusha
NM201904_(153101C1/161503),2019-04-11,Arusha
NM201904_(152392C1/161582),2019-04-15,Arusha
NM201904_(152921C1/161554),2019-04-17,Arusha
NM201904_(152467C1/136604),2019-04-19,Arusha
NM201904_(136532C2/136604),2019-04-23,Arusha
NM201904_(152659C1/161503),2019-04-24,Arusha
NM201904_(153154C1/161503),2019-04-25,Arusha
NM201904_(152575C1/161503),2019-04-26,Arusha
NM201905_(152657C1/161554),2019-05-06,Arusha
NM201905_(152533C1/161477),2019-05-30,Arusha
NM201905_(136427C2/161503),2019-05-31,Arusha
